Combined_ID,Year,How.happy.do.you.feel.right.now,How.satisfied.are.you.with.your.life.in.general,How.satisfied.are.you.with.Somerville.as.a.place.to.live,In.general..how.similar.are.you.to.other.people.you.know,When.making.decisions..are.you.more.likely.to.seek.advice.or.decide.for.yourself,How.satisfied.are.you.with.your.neighborhood,How.proud.are.you.to.be.a.Somerville.resident,How.would.you.rate.the.following..The.availability.of.information.about.city.services,How.would.you.rate.the.following..The.availability.of.affordable.housing,How.would.you.rate.the.following..The.cost.of.housing,How.would.you.rate.the.following..The.overall.quality.of.public.schools.in.your.community,How.would.you.rate.the.following..The.overall.quality.of.public.schools,How.would.you.rate.the.following..The.beauty.or.physical.setting,How.would.you.rate.the.following..The.beauty.or.physical.setting.of.Somerville,How.would.you.rate.the.following..The.effectiveness.of.the.local.police,How.would.you.rate.the.following..Your.trust.in.the.local.police,How.would.you.rate.the.following..The.maintenance.of.streets..sidewalks..and..squares,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night,How.safe.do.you.feel.walking.in.your.community.at.night,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.in.your.neighborhood,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood,What.is.your.sex,What.is.your.gender,Age,Marital.status,What.language..other.than.English..do.you.speak.at.home,What.is.your.race,Are.you.of.Hispanic..Latino..or.Spanish.origin,What.is.your.race.or.ethnicity,Do.you.have.children.age.18.or.younger.who.live.with.you,Describe.your.housing.status.in.Somerville,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years,How.long.have.you.lived.here,What.is.your.annual.household.income,What.neighborhood.do.you.live.in,Are.you.a.student,Ward,Precinct,How.anxious.did.you.feel.yesterday,How.satisfied.are.you.with.the.quality.and.number.of.transportation.options.available.to.you,Do.you.feel.the.City.is.headed.in.the.right.direction.or.is.it.on.the.wrong.track,How.safe.do.you.feel.crossing.a.busy.street.in.Somerville,How.convenient.is.it.for.you.to.get.where.you.want.to.go,How.satisfied.are.you.with.the.condition.of.your.housing,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years.yes.why,What.is.your.primary.mode.of.transportation,Which.of.the.following.have.you.used.in.the.past.month.to.get.around,Language,What.languages.do.you.speak.at.home
7115,2017,9,10,8,,,9,9,4,,1,,3,,,,4,,3,5,9,,10,,9,NA,Male and Female,2599934,NA,NA,NA,NA,White,No,Rent,Yes,49997 years,"$150,000 or more",NA,No,NA,NA,5,7,NA,,,,NA,NA,NA,English,English
7116,2017,8,8,9,,,9,9,5,,2,,3,,,,4,,5,5,10,,8,,10,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$50,000 to 74,999",NA,No,NA,NA,7,8,NA,,,,NA,NA,NA,English,English
7117,2017,10,10,5,,,5,5,3,,1,,999,,,,3,,3,999,5,,5,,5,NA,Female,6599974,NA,NA,NA,NA,White,No,999,999,21 years or more,999,NA,No,NA,NA,10,8,NA,,,,NA,NA,NA,English,999
7118,2017,10,10,10,,,10,10,5,,3,,4,,,,4,,4,5,10,,9,,9,NA,Male,5599964,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$100,000 to $149,999",NA,No,NA,NA,9,9,NA,,,,NA,NA,NA,English,English
7119,2017,8,7,10,,,10,10,3,,1,,3,,,,3,,1,2,5,,4,,2,NA,Female,6599974,NA,NA,NA,NA,White,No,Own,No,21 years or more,"Less than $10,000",NA,No,NA,NA,3,4,NA,,,,NA,NA,NA,English,English
7120,2017,8,9,10,,,8,999,3,,3,,999,,,,3,,3,3,6,,4,,6,NA,Male,5599964,NA,NA,NA,NA,Hispanic/Latino;White,No,Own,No,999,999,NA,No,NA,NA,10,4,NA,,,,NA,NA,NA,English,English;Spanish
7121,2017,8,9,6,,,8,6,5,,2,,2,,,,2,,3,5,10,,5,,5,NA,Female,5599964,NA,NA,NA,NA,White,Yes,Own,No,49997 years,"$50,000 to 74,999",NA,No,NA,NA,6,10,NA,,,,NA,NA,NA,English,English
7122,2017,10,10,10,,,10,10,5,,5,,5,,,,5,,5,5,8,,10,,10,NA,Female,75 or older,NA,NA,NA,NA,White;Italian,No,Rent,No,21 years or more,"$10,000 to $24,999",NA,No,NA,NA,10,8,NA,,,,NA,NA,NA,English,English
7123,2017,999,999,999,,,999,999,999,,999,,999,,,,999,,999,999,999,,999,,999,NA,999,999,NA,NA,NA,NA,999,999,999,999,999,999,NA,999,NA,NA,999,999,NA,,,,NA,NA,NA,999,999
7124,2017,9,9,9,,,9,9,5,,2,,4,,,,4,,3,4,9,,9,,9,NA,Male,3599944,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$150,000 or more",NA,999,NA,NA,9,9,NA,,,,NA,NA,NA,English,English
7125,2017,8,8,9,,,9,9,2,,3,,999,,,,3,,2,5,8,,5,,4,NA,999,2599934,NA,NA,NA,NA,Asian;Hispanic/Latino;White,No,Rent,Yes,19993 years,"$50,000 to 74,999",NA,No,NA,NA,8,3,NA,,,,NA,NA,NA,English,English;Spanish;Chinese
7126,2017,10,10,1,,,1,1,1,,1,,1,,,,5,,1,5,1,,1,,1,NA,Male,4599954,NA,NA,NA,NA,White,No,Rent,Yes,49997 years,"$25,000 to $49,999",NA,No,NA,NA,10,1,NA,,,,NA,NA,NA,English,English
7127,2017,10,10,10,,,8,10,5,,3,,5,,,,5,,2,5,10,,7,,10,NA,Female,4599954,NA,NA,NA,NA,Asian,Yes,Own,No,1199915 years,"$150,000 or more",NA,No,NA,NA,10,10,NA,,,,NA,NA,NA,English,English
7128,2017,1,2,4,,,1,8,2,,1,,4,,,,5,,1,2,7,,8,,2,NA,Male,5599964,NA,NA,NA,NA,999,No,Rent,No,1699920 years,"$25,000 to $49,999",NA,No,NA,NA,4,4,NA,,,,NA,NA,NA,English,English
7129,2017,8,8,8,,,8,9,5,,3,,999,,,,5,,5,5,8,,9,,9,NA,Male,2599934,NA,NA,NA,NA,White,No,Rent,No,1199915 years,"$150,000 or more",NA,No,NA,NA,6,8,NA,,,,NA,NA,NA,English,English
7130,2017,7,9,8,,,9,9,4,,1,,4,,,,4,,4,5,9,,3,,3,NA,Female,5599964,NA,NA,NA,NA,White,No,Rent,No,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,6,4,NA,,,,NA,NA,NA,English,English
7131,2017,6,8,9,,,8,10,4,,2,,4,,,,4,,3,4,9,,6,,9,NA,Female,3599944,NA,NA,NA,NA,White,Yes,Own,No,1199915 years,"$150,000 or more",NA,No,NA,NA,5,6,NA,,,,NA,NA,NA,English,English
7132,2017,8,8,9,,,9,9,5,,1,,4,,,,4,,3,5,8,,8,,9,NA,Female,6599974,NA,NA,NA,NA,White,No,Rent,No,899910 years,"$25,000 to $49,999",NA,No,NA,NA,5,9,NA,,,,NA,NA,NA,English,999
7133,2017,3,4,7,,,7,6,5,,1,,999,,,,2,,4,999,9,,8,,9,NA,999,3599944,NA,NA,NA,NA,White,No,Own,No,49997 years,"$100,000 to $149,999",NA,No,NA,NA,2,8,NA,,,,NA,NA,NA,English,English
7134,2017,8,8,9,,,9,8,4,,2,,999,,,,3,,3,4,6,,7,,6,NA,Female,2599934,NA,NA,NA,NA,Hispanic/Latino;White,No,Rent,No,Less than a year,999,NA,No,NA,NA,5,6,NA,,,,NA,NA,NA,English,English
7135,2017,6,6,8,,,8,7,4,,1,,3,,,,3,,3,5,9,,7,,7,NA,I don't believe in the social construct of gender,3599944,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$25,000 to $49,999",NA,No,NA,NA,4,8,NA,,,,NA,NA,NA,English,English
7136,2017,7,8,7,,,7,7,5,,1,,4,,,,3,,2,5,9,,6,,8,NA,Female,3599944,NA,NA,NA,NA,White,Yes,Rent,No,49997 years,"$150,000 or more",NA,No,NA,NA,9,6,NA,,,,NA,NA,NA,English,English
7137,2017,7,6,7,,,8,6,4,,1,,2,,,,4,,3,3,10,,8,,9,NA,Female,2599934,NA,NA,NA,NA,White,Yes,Own,Yes,49997 years,"$150,000 or more",NA,No,NA,NA,7,1,NA,,,,NA,NA,NA,English,English
7138,2017,10,10,10,,,7,10,5,,2,,4,,,,5,,5,5,6,,7,,10,NA,Female,3599944,NA,NA,NA,NA,White,Yes,Own,No,899910 years,"$150,000 or more",NA,No,NA,NA,10,10,NA,,,,NA,NA,NA,English,English
7139,2017,7,7,5,,,4,5,4,,1,,999,,,,4,,4,3,5,,3,,2,NA,Female,4599954,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,6,3,NA,,,,NA,NA,NA,English,English
7140,2017,8,8,9,,,9,9,3,,1,,3,,,,3,,2,5,9,,8,,6,NA,Female,2599934,NA,NA,NA,NA,Hispanic/Latino;White,No,Rent,Yes,19993 years,"$75,000 to $99,999",NA,No,NA,NA,7,7,NA,,,,NA,NA,NA,English,English
7141,2017,9,7,9,,,8,8,4,,4,,4,,,,4,,4,2,8,,9,,9,NA,Female,5599964,NA,NA,NA,NA,Black/African American,Yes,Rent,No,21 years or more,999,NA,No,NA,NA,9,9,NA,,,,NA,NA,NA,Haitian Creole,English;Haitian Creole
7142,2017,8,7,7,,,6,8,5,,1,,4,,,,5,,3,5,5,,6,,9,NA,Female,2599934,NA,NA,NA,NA,Hispanic/Latino,No,Rent,No,21 years or more,"$50,000 to 74,999",NA,No,NA,NA,4,9,NA,,,,NA,NA,NA,English,English
7143,2017,10,10,10,,,10,10,5,,999,,5,,,,5,,5,5,10,,9,,9,NA,999,999,NA,NA,NA,NA,White,999,Own,No,21 years or more,999,NA,999,NA,NA,10,10,NA,,,,NA,NA,NA,English,999
7144,2017,10,9,10,,,10,9,4,,4,,999,,,,4,,2,4,8,,7,,9,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,No,19993 years,"$50,000 to 74,999",NA,No,NA,NA,10,9,NA,,,,NA,NA,NA,English,English
7145,2017,10,10,10,,,10,10,5,,2,,999,,,,4,,4,4,9,,7,,8,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,999,49997 years,"$100,000 to $149,999",NA,No,NA,NA,7,7,NA,,,,NA,NA,NA,English,English
7146,2017,8,8,9,,,9,10,5,,2,,3,,,,4,,3,5,9,,7,,8,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,No,19993 years,999,NA,No,NA,NA,8,9,NA,,,,NA,NA,NA,English,English
7147,2017,9,9,9,,,9,9,4,,3,,4,,,,5,,2,5,10,,7,,8,NA,Male,4599954,NA,NA,NA,NA,White,Yes,Own,No,21 years or more,"$150,000 or more",NA,No,NA,NA,10,9,NA,,,,NA,NA,NA,English,English
7148,2017,3,2,6,,,6,3,3,,2,,999,,,,4,,1,4,8,,8,,7,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,Yes,19993 years,"$150,000 or more",NA,No,NA,NA,2,10,NA,,,,NA,NA,NA,English,English
7149,2017,4,3,4,,,4,3,4,,1,,4,,,,3,,3,2,8,,2,,4,NA,Female,2599934,NA,NA,NA,NA,central american,Yes,Rent,Yes,21 years or more,"Less than $10,000",NA,No,NA,NA,3,2,NA,,,,NA,NA,NA,English,English;Spanish
7150,2017,6,5,8,,,6,9,3,,1,,5,,,,4,,5,5,9,,6,,9,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,999,19993 years,"$25,000 to $49,999",NA,No,NA,NA,3,9,NA,,,,NA,NA,NA,Portugese,English
7151,2017,8,7,8,,,8,9,5,,2,,4,,,,4,,5,5,10,,7,,9,NA,Male,3599944,NA,NA,NA,NA,White,No,Rent,999,49997 years,"$50,000 to 74,999",NA,No,NA,NA,4,9,NA,,,,NA,NA,NA,English,English
7152,2017,8,9,8,,,7,8,3,,4,,3,,,,3,,2,4,5,,6,,7,NA,Male,2599934,NA,NA,NA,NA,White,No,Own,No,Less than a year,"$100,000 to $149,999",NA,999,NA,NA,9,8,NA,,,,NA,NA,NA,English,English
7153,2017,8,9,8,,,8,8,4,,2,,3,,,,3,,2,5,9,,7,,9,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$100,000 to $149,999",NA,No,NA,NA,10,9,NA,,,,NA,NA,NA,English,English
7154,2017,10,10,8,,,8,9,4,,2,,999,,,,5,,4,4,10,,9,,9,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$50,000 to 74,999",NA,No,NA,NA,10,10,NA,,,,NA,NA,NA,English,English
7155,2017,9,9,9,,,9,10,4,,4,,999,,,,4,,1,5,9,,7,,7,NA,Female,2599934,NA,NA,NA,NA,Asian,No,Rent,Yes,19993 years,999,NA,No,NA,NA,9,9,NA,,,,NA,NA,NA,English,English;Hindi
7156,2017,4,3,8,,,7,6,4,,1,,999,,,,4,,4,4,7,,6,,8,NA,Female,6599974,NA,NA,NA,NA,White,No,Own,No,1699920 years,"$75,000 to $99,999",NA,No,NA,NA,4,3,NA,,,,NA,NA,NA,English,English
7157,2017,8,8,10,,,10,10,5,,4,,5,,,,5,,4,5,6,,9,,9,NA,Female,6599974,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$50,000 to 74,999",NA,No,NA,NA,999,9,NA,,,,NA,NA,NA,English,English
7158,2017,8,8,8,,,9,8,3,,1,,3,,,,3,,4,4,9,,9,,9,NA,Male,2599934,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$75,000 to $99,999",NA,No,NA,NA,6,8,NA,,,,NA,NA,NA,English,English
7159,2017,8,9,8,,,9,7,4,,1,,3,,,,3,,4,5,8,,8,,8,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,No,19993 years,"$75,000 to $99,999",NA,No,NA,NA,8,8,NA,,,,NA,NA,NA,Spanish,English
7160,2017,7,8,8,,,9,9,4,,2,,4,,,,3,,3,5,8,,8,,8,NA,Female,2599934,NA,NA,NA,NA,White,No,999,No,49997 years,"$10,000 to $24,999",NA,No,NA,NA,4,8,NA,,,,NA,NA,NA,English,English
7161,2017,9,8,10,,,10,6,5,,2,,3,,,,4,,4,5,4,,10,,10,NA,Female,6599974,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,9,7,NA,,,,NA,NA,NA,English,English
7162,2017,6,7,7,,,7,8,4,,2,,999,,,,4,,3,4,8,,7,,8,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,Yes,19993 years,"$100,000 to $149,999",NA,No,NA,NA,4,5,NA,,,,NA,NA,NA,English,English
7163,2017,8,7,7,,,7,6,3,,1,,4,,,,3,,1,3,6,,6,,7,NA,Male,2599934,NA,NA,NA,NA,Asian,No,Rent,Yes,19993 years,"$75,000 to $99,999",NA,999,NA,NA,8,4,NA,,,,NA,NA,NA,English,English
7164,2017,4,8,3,,,8,6,4,,1,,2,,,,3,,4,4,9,,7,,9,NA,Female,4599954,NA,NA,NA,NA,White,999,999,999,21 years or more,"$75,000 to $99,999",NA,No,NA,NA,6,7,NA,,,,NA,NA,NA,English,Portugese
7165,2017,7,8,9,,,9,10,5,,3,,4,,,,3,,4,5,9,,9,,9,NA,Male,3599944,NA,NA,NA,NA,White,No,Rent,No,1199915 years,"$150,000 or more",NA,No,NA,NA,4,7,NA,,,,NA,NA,NA,English,English
7166,2017,8,8,7,,,10,6,5,,1,,3,,,,2,,2,5,8,,3,,5,NA,Female,4599954,NA,NA,NA,NA,White,Yes,Own,No,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,3,4,NA,,,,NA,NA,NA,English,English
7167,2017,5,5,5,,,10,10,5,,3,,5,,,,5,,3,3,6,,10,,6,NA,Female,6599974,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,4,10,NA,,,,NA,NA,NA,English,English
7168,2017,7,7,10,,,10,10,5,,3,,999,,,,5,,4,5,7,,6,,7,NA,Female,5599964,NA,NA,NA,NA,Asian;White,No,Own,No,19993 years,"$150,000 or more",NA,Yes,NA,NA,7,6,NA,,,,NA,NA,NA,English,English
7169,2017,7,7,8,,,8,8,4,,1,,3,,,,3,,4,4,8,,8,,8,NA,Male,5599964,NA,NA,NA,NA,White,Yes,Own,No,1699920 years,"$75,000 to $99,999",NA,No,NA,NA,7,7,NA,,,,NA,NA,NA,English,English;Haitian Creole;French
7170,2017,8,8,10,,,10,9,4,,3,,3,,,,4,,4,4,9,,9,,9,NA,Female,3599944,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$150,000 or more",NA,999,NA,NA,8,7,NA,,,,NA,NA,NA,English,English
7171,2017,6,8,10,,,8,10,5,,1,,3,,,,2,,1,4,5,,1,,2,NA,Male,4599954,NA,NA,NA,NA,Hispanic/Latino,Yes,Own,No,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,8,3,NA,,,,NA,NA,NA,Spanish,English
7172,2017,7,7,8,,,5,10,4,,3,,3,,,,4,,3,5,8,,3,,1,NA,Female,4599954,NA,NA,NA,NA,White,Yes,Own,No,1699920 years,"$75,000 to $99,999",NA,No,NA,NA,5,5,NA,,,,NA,NA,NA,English,English
7173,2017,9,8,7,,,8,8,999,,4,,3,,,,3,,4,4,6,,7,,8,NA,Female,1899924,NA,NA,NA,NA,White,No,Rent,Yes,Less than a year,"$25,000 to $49,999",NA,No,NA,NA,8,4,NA,,,,NA,NA,NA,English,English
7174,2017,9,9,9,,,9,9,5,,2,,3,,,,4,,3,5,10,,9,,9,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,Yes,19993 years,"$50,000 to 74,999",NA,No,NA,NA,7,8,NA,,,,NA,NA,NA,English,English
7175,2017,8,8,9,,,9,9,4,,2,,999,,,,4,,4,5,8,,7,,10,NA,Both checked,1899924,NA,NA,NA,NA,White,No,Rent,No,19993 years,"$75,000 to $99,999",NA,No,NA,NA,7,6,NA,,,,NA,NA,NA,English,English
7176,2017,6,8,7,,,9,9,2,,1,,3,,,,4,,2,4,9,,2,,2,NA,Male,5599964,NA,NA,NA,NA,White,No,Own,999,21 years or more,999,NA,No,NA,NA,9,8,NA,,,,NA,NA,NA,English,English
7177,2017,6,8,8,,,9,9,5,,2,,4,,,,5,,5,5,10,,10,,10,NA,Female,3599944,NA,NA,NA,NA,White,No,Rent,No,49997 years,"$100,000 to $149,999",NA,No,NA,NA,4,10,NA,,,,NA,NA,NA,English,English
7178,2017,7,8,7,,,8,6,4,,2,,999,,,,3,,2,4,7,,5,,7,NA,Both checked,3599944,NA,NA,NA,NA,White,Yes,Own,Yes,49997 years,"$150,000 or more",NA,Yes,NA,NA,4,6,NA,,,,NA,NA,NA,English,English
7179,2017,999,10,10,,,999,10,999,,999,,999,,,,999,,999,999,1,,10,,1,NA,999,75 or older,NA,NA,NA,NA,White,No,Rent,No,21 years or more,"Less than $10,000",NA,No,NA,NA,1,10,NA,,,,NA,NA,NA,English,999
7180,2017,9,9,10,,,10,10,5,,3,,3,,,,5,,5,5,10,,9,,10,NA,Female,5599964,NA,NA,NA,NA,White,No,Own,No,1199915 years,"$75,000 to $99,999",NA,No,NA,NA,9,10,NA,,,,NA,NA,NA,English,999
7181,2017,4,4,6,,,5,5,4,,1,,3,,,,3,,3,3,3,,2,,3,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,Yes,Less than a year,"$50,000 to 74,999",NA,No,NA,NA,7,5,NA,,,,NA,NA,NA,English,English
7182,2017,7,8,8,,,9,10,4,,1,,3,,,,5,,4,5,10,,8,,8,NA,Female,2599934,NA,NA,NA,NA,White,No,Rent,No,899910 years,"$150,000 or more",NA,No,NA,NA,8,9,NA,,,,NA,NA,NA,English,English
7183,2017,10,10,8,,,7,8,4,,1,,2,,,,3,,1,3,7,,3,,4,NA,Male,2599934,NA,NA,NA,NA,White,No,Rent,No,999,"$75,000 to $99,999",NA,No,NA,NA,8,7,NA,,,,NA,NA,NA,English,English;Spanish
7184,2017,9,9,9,,,8,10,4,,3,,4,,,,5,,4,5,8,,9,,9,NA,Female,5599964,NA,NA,NA,NA,White,No,Own,No,1699920 years,"$150,000 or more",NA,No,NA,NA,4,9,NA,,,,NA,NA,NA,English,English
7185,2017,10,10,10,,,9,10,4,,3,,2,,,,4,,3,5,9,,7,,7,NA,Male,3599944,NA,NA,NA,NA,White,No,Own,No,1199915 years,"$150,000 or more",NA,No,NA,NA,9,7,NA,,,,NA,NA,NA,English,English
7186,2017,999,999,999,,,999,999,999,,999,,999,,,,999,,999,999,999,,999,,999,NA,999,999,NA,NA,NA,NA,999,999,999,999,999,999,NA,999,NA,NA,999,999,NA,,,,NA,NA,NA,999,999
7187,2017,8,8,1,,,1,1,1,,1,,3,,,,1,,1,999,1,,1,,6,NA,Female,4599954,NA,NA,NA,NA,999,Yes,Rent,Yes,21 years or more,999,NA,No,NA,NA,10,999,NA,,,,NA,NA,NA,English,English
7188,2017,6,8,8,,,9,10,4,,1,,4,,,,4,,3,4,9,,8,,8,NA,Male,2599934,NA,NA,NA,NA,White,No,Own,No,49997 years,"$75,000 to $99,999",NA,No,NA,NA,7,7,NA,,,,NA,NA,NA,English,English
7189,2017,8,7,8,,,8,8,2,,1,,3,,,,2,,4,5,10,,7,,8,NA,Male,3599944,NA,NA,NA,NA,White,No,Rent,No,899910 years,"$50,000 to 74,999",NA,Yes,NA,NA,8,9,NA,,,,NA,NA,NA,English,English
7190,2017,10,10,10,,,8,10,5,,3,,4,,,,5,,5,5,10,,7,,10,NA,Female,2599934,NA,NA,NA,NA,White,No,Own,999,49997 years,"$100,000 to $149,999",NA,No,NA,NA,10,9,NA,,,,NA,NA,NA,English,English
7191,2017,10,10,10,,,10,10,5,,4,,5,,,,5,,5,5,10,,10,,10,NA,Female,6599974,NA,NA,NA,NA,White,No,Own,No,19993 years,"$25,000 to $49,999",NA,No,NA,NA,10,9,NA,,,,NA,NA,NA,English,English
7192,2017,3,3,8,,,6,10,4,,1,,4,,,,2,,3,5,8,,1,,8,NA,Female,1899924,NA,NA,NA,NA,999,No,Rent,No,19993 years,"$50,000 to 74,999",NA,No,NA,NA,8,6,NA,,,,NA,NA,NA,999,English
7193,2017,8,9,8,,,8,9,5,,3,,4,,,,4,,2,4,8,,6,,9,NA,Male,2599934,NA,NA,NA,NA,White,No,Own,No,19993 years,"$100,000 to $149,999",NA,No,NA,NA,4,7,NA,,,,NA,NA,NA,English,English
7194,2017,9,9,9,,,9,9,5,,4,,4,,,,4,,4,4,8,,8,,9,NA,Female,4599954,NA,NA,NA,NA,Black/African American,No,Own,No,49997 years,"$150,000 or more",NA,No,NA,NA,7,8,NA,,,,NA,NA,NA,English,English
7195,2017,8,8,8,,,8,8,4,,3,,4,,,,4,,5,5,9,,7,,6,NA,Male,5599964,NA,NA,NA,NA,White,No,Rent,No,1199915 years,"$50,000 to 74,999",NA,No,NA,NA,6,8,NA,,,,NA,NA,NA,English,999
7196,2017,9,9,9,,,9,9,4,,3,,3,,,,4,,2,4,8,,8,,8,NA,Female,5599964,NA,NA,NA,NA,Hispanic/Latino,Yes,Rent,999,899910 years,"$10,000 to $24,999",NA,Yes,NA,NA,8,9,NA,,,,NA,NA,NA,Spanish,English;Spanish
7197,2017,6,6,6,,,6,6,3,,2,,3,,,,3,,3,3,6,,6,,4,NA,Female,3599944,NA,NA,NA,NA,Asian,Yes,Own,Yes,49997 years,"$150,000 or more",NA,No,NA,NA,8,5,NA,,,,NA,NA,NA,English,English
7198,2017,8,9,10,,,10,10,4,,2,,4,,,,5,,3,5,9,,7,,9,NA,Female,2599934,NA,NA,NA,NA,White,No,Own,No,899910 years,"$100,000 to $149,999",NA,No,NA,NA,7,8,NA,,,,NA,NA,NA,English,English
7199,2017,7,5,7,,,7,4,3,,1,,3,,,,4,,1,5,8,,5,,7,NA,Male,3599944,NA,NA,NA,NA,White,No,Rent,Yes,19993 years,"$50,000 to 74,999",NA,No,NA,NA,8,4,NA,,,,NA,NA,NA,English,English
7200,2017,10,10,8,,,10,10,4,,2,,3,,,,4,,4,5,8,,7,,8,NA,Male,2599934,NA,NA,NA,NA,999,No,Rent,Yes,Less than a year,"$75,000 to $99,999",NA,No,NA,NA,7,6,NA,,,,NA,NA,NA,English,English
7201,2017,5,8,8,,,8,8,3,,4,,4,,,,4,,4,4,10,,8,,10,NA,Male,75 or older,NA,NA,NA,NA,Asian,No,Rent,Yes,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,2,10,NA,,,,NA,NA,NA,English,Cantonese
7202,2017,7,8,7,,,4,8,2,,2,,3,,,,4,,1,5,6,,1,,4,NA,Female,4599954,NA,NA,NA,NA,999,No,Own,999,1199915 years,999,NA,999,NA,NA,9,4,NA,,,,NA,NA,NA,English,English
7203,2017,9,8,10,,,10,9,5,,2,,4,,,,4,,5,4,9,,9,,10,NA,Male,4599954,NA,NA,NA,NA,White,Yes,Own,No,21 years or more,"$50,000 to 74,999",NA,No,NA,NA,6,8,NA,,,,NA,NA,NA,English,999
7204,2017,5,6,8,,,7,10,4,,2,,3,,,,4,,5,5,8,,6,,2,NA,Female,5599964,NA,NA,NA,NA,White,No,Own,No,49997 years,"$150,000 or more",NA,No,NA,NA,5,7,NA,,,,NA,NA,NA,English,English
7205,2017,8,9,10,,,10,10,4,,1,,4,,,,5,,5,5,10,,9,,9,NA,Female,5599964,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$75,000 to $99,999",NA,No,NA,NA,10,3,NA,,,,NA,NA,NA,English,English;Italian
7206,2017,999,999,7,,,5,7,4,,1,,999,,,,4,,3,3,999,,3,,3,NA,Female,4599954,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$25,000 to $49,999",NA,No,NA,NA,999,4,NA,,,,NA,NA,NA,999,English
7207,2017,6,10,10,,,10,10,5,,2,,3,,,,5,,3,5,6,,6,,7,NA,Female,3599944,NA,NA,NA,NA,White,Yes,Own,No,49997 years,"$150,000 or more",NA,No,NA,NA,3,10,NA,,,,NA,NA,NA,English,English
7208,2017,5,6,7,,,7,6,4,,2,,4,,,,4,,4,4,6,,7,,8,NA,Female,1899924,NA,NA,NA,NA,White,No,Rent,Yes,Less than a year,"$150,000 or more",NA,No,NA,NA,8,8,NA,,,,NA,NA,NA,English,English
7209,2017,5,5,10,,,8,10,5,,999,,999,,,,5,,4,4,7,,9,,8,NA,Female,6599974,NA,NA,NA,NA,White,No,Rent,No,21 years or more,"Less than $10,000",NA,No,NA,NA,1,10,NA,,,,NA,NA,NA,English,English
7210,2017,8,9,9,,,8,9,4,,1,,4,,,,4,,3,4,9,,6,,8,NA,Male,4599954,NA,NA,NA,NA,White,No,Own,No,1199915 years,"$150,000 or more",NA,No,NA,NA,8,9,NA,,,,NA,NA,NA,English,English
7211,2017,8,9,9,,,9,9,5,,2,,3,,,,4,,4,5,9,,6,,9,NA,Female,5599964,NA,NA,NA,NA,White,No,Own,No,21 years or more,"$75,000 to $99,999",NA,No,NA,NA,9,8,NA,,,,NA,NA,NA,English,English
7212,2017,6,7,8,,,8,10,4,,1,,3,,,,3,,3,5,10,,8,,8,NA,Female,2599934,NA,NA,NA,NA,White,No,Own,No,49997 years,"$100,000 to $149,999",NA,No,NA,NA,9,9,NA,,,,NA,NA,NA,English,English
7213,2017,8,8,9,,,9,10,4,,2,,3,,,,4,,2,4,7,,8,,9,NA,Female,3599944,NA,NA,NA,NA,White,No,Own,No,19993 years,"$75,000 to $99,999",NA,No,NA,NA,4,8,NA,,,,NA,NA,NA,English,English
7214,2017,8,9,8,,,9,9,4,,2,,4,,,,4,,4,4,9,,7,,8,NA,Male,5599964,NA,NA,NA,NA,White,No,Rent,Yes,999,"$75,000 to $99,999",NA,999,NA,NA,8,4,NA,,,,NA,NA,NA,English,English
